0.00.037.047 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.038.853 W srv  llama_server: -----------------
0.00.038.855 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.038.856 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.038.856 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.038.856 W srv  llama_server: -----------------
0.00.040.850 I srv    load_model: loading model 'models/rival/Qwen3.5-35B-A3B-UD-IQ3_S.gguf'
0.05.978.701 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.05.998.934 I srv  llama_server: model loaded
0.05.998.937 I srv  llama_server: listening on http://127.0.0.1:8087
0.10.259.454 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
6.29.355.997 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 11673800542
6.29.356.021 I slot launch_slot_: id  0 | task 16257 | processing task, is_child = 0
6.32.690.885 I slot print_timing: id  0 | task 16257 | n_decoded =    118, tg =  39.31 t/s, tg_3s =  39.31 t/s
6.35.699.708 I slot print_timing: id  0 | task 16257 | n_decoded =    235, tg =  39.10 t/s, tg_3s =  38.89 t/s
6.38.703.099 I slot print_timing: id  0 | task 16257 | n_decoded =    358, tg =  39.72 t/s, tg_3s =  40.95 t/s
6.41.708.289 I slot print_timing: id  0 | task 16257 | n_decoded =    454, tg =  37.77 t/s, tg_3s =  31.94 t/s
6.44.558.871 I slot print_timing: id  0 | task 16257 | prompt eval time =     300.04 ms /    93 tokens (    3.23 ms per token,   309.96 tokens per second)
6.44.558.890 I slot print_timing: id  0 | task 16257 |        eval time =   14869.62 ms /   600 tokens (   24.78 ms per token,    40.35 tokens per second)
6.44.558.892 I slot print_timing: id  0 | task 16257 |       total time =   15169.67 ms /   693 tokens
6.44.558.894 I slot print_timing: id  0 | task 16257 |    graphs reused =      16584
6.44.558.935 I slot      release: id  0 | task 16257 | stop processing: n_tokens = 692, truncated = 0
6.44.564.490 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.989 (> 0.100 thold), f_keep = 1.000
6.44.564.570 I slot launch_slot_: id  0 | task 16859 | processing task, is_child = 0
6.44.723.631 I slot print_timing: id  0 | task 16859 | prompt eval time =     127.97 ms /     8 tokens (   16.00 ms per token,    62.51 tokens per second)
6.44.723.640 I slot print_timing: id  0 | task 16859 |        eval time =      31.01 ms /     2 tokens (   15.50 ms per token,    64.50 tokens per second)
6.44.723.642 I slot print_timing: id  0 | task 16859 |       total time =     158.98 ms /    10 tokens
6.44.723.643 I slot print_timing: id  0 | task 16859 |    graphs reused =      16584
6.44.723.695 I slot      release: id  0 | task 16859 | stop processing: n_tokens = 701, truncated = 0
6.44.725.267 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 11688214793
6.44.725.295 I slot launch_slot_: id  3 | task 16863 | processing task, is_child = 0
6.48.085.210 I slot print_timing: id  3 | task 16863 | n_decoded =    146, tg =  48.49 t/s, tg_3s =  48.49 t/s
6.51.093.066 I slot print_timing: id  3 | task 16863 | n_decoded =    286, tg =  47.52 t/s, tg_3s =  46.54 t/s
6.54.101.264 I slot print_timing: id  3 | task 16863 | n_decoded =    441, tg =  48.85 t/s, tg_3s =  51.53 t/s
6.57.125.575 I slot print_timing: id  3 | task 16863 | n_decoded =    577, tg =  47.88 t/s, tg_3s =  44.97 t/s
6.57.651.202 I slot print_timing: id  3 | task 16863 | prompt eval time =     298.34 ms /    93 tokens (    3.21 ms per token,   311.73 tokens per second)
6.57.651.206 I slot print_timing: id  3 | task 16863 |        eval time =   12576.81 ms /   600 tokens (   20.96 ms per token,    47.71 tokens per second)
6.57.651.206 I slot print_timing: id  3 | task 16863 |       total time =   12875.15 ms /   693 tokens
6.57.651.206 I slot print_timing: id  3 | task 16863 |    graphs reused =      17180
6.57.651.220 I slot      release: id  3 | task 16863 | stop processing: n_tokens = 692, truncated = 0
6.57.652.935 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
6.57.652.952 I slot launch_slot_: id  3 | task 17465 | processing task, is_child = 0
6.57.759.208 I slot print_timing: id  3 | task 17465 | prompt eval time =      85.81 ms /     9 tokens (    9.53 ms per token,   104.88 tokens per second)
6.57.759.211 I slot print_timing: id  3 | task 17465 |        eval time =      20.43 ms /     2 tokens (   10.21 ms per token,    97.91 tokens per second)
6.57.759.212 I slot print_timing: id  3 | task 17465 |       total time =     106.24 ms /    11 tokens
6.57.759.212 I slot print_timing: id  3 | task 17465 |    graphs reused =      17180
6.57.759.241 I slot      release: id  3 | task 17465 | stop processing: n_tokens = 702, truncated = 0
6.57.760.259 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.108 (> 0.100 thold), f_keep = 0.011
6.58.491.842 I slot launch_slot_: id  3 | task 17469 | processing task, is_child = 0
7.01.796.700 I slot print_timing: id  3 | task 17469 | n_decoded =    133, tg =  44.06 t/s, tg_3s =  44.06 t/s
7.04.801.496 I slot print_timing: id  3 | task 17469 | n_decoded =    261, tg =  43.33 t/s, tg_3s =  42.60 t/s
7.07.809.499 I slot print_timing: id  3 | task 17469 | n_decoded =    413, tg =  45.73 t/s, tg_3s =  50.53 t/s
7.10.823.054 I slot print_timing: id  3 | task 17469 | n_decoded =    552, tg =  45.83 t/s, tg_3s =  46.13 t/s
7.12.021.128 I slot print_timing: id  3 | task 17469 | prompt eval time =     285.89 ms /    74 tokens (    3.86 ms per token,   258.84 tokens per second)
7.12.021.131 I slot print_timing: id  3 | task 17469 |        eval time =   13243.35 ms /   600 tokens (   22.07 ms per token,    45.31 tokens per second)
7.12.021.131 I slot print_timing: id  3 | task 17469 |       total time =   13529.25 ms /   674 tokens
7.12.021.132 I slot print_timing: id  3 | task 17469 |    graphs reused =      17776
7.12.021.147 I slot      release: id  3 | task 17469 | stop processing: n_tokens = 673, truncated = 0
7.12.023.229 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
7.12.023.247 I slot launch_slot_: id  3 | task 18071 | processing task, is_child = 0
7.12.131.616 I slot print_timing: id  3 | task 18071 | prompt eval time =      88.09 ms /     9 tokens (    9.79 ms per token,   102.17 tokens per second)
7.12.131.620 I slot print_timing: id  3 | task 18071 |        eval time =      20.26 ms /     2 tokens (   10.13 ms per token,    98.70 tokens per second)
7.12.131.621 I slot print_timing: id  3 | task 18071 |       total time =     108.35 ms /    11 tokens
7.12.131.621 I slot print_timing: id  3 | task 18071 |    graphs reused =      17776
7.12.131.651 I slot      release: id  3 | task 18071 | stop processing: n_tokens = 683, truncated = 0
7.12.132.943 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 11703500875
7.12.132.976 I slot launch_slot_: id  2 | task 18075 | processing task, is_child = 0
7.15.775.041 I slot print_timing: id  2 | task 18075 | n_decoded =    148, tg =  49.33 t/s, tg_3s =  49.33 t/s
7.18.776.227 I slot print_timing: id  2 | task 18075 | n_decoded =    304, tg =  50.65 t/s, tg_3s =  51.98 t/s
7.21.779.614 I slot print_timing: id  2 | task 18075 | n_decoded =    458, tg =  50.86 t/s, tg_3s =  51.28 t/s
7.24.539.670 I slot print_timing: id  2 | task 18075 | prompt eval time =     313.11 ms /    93 tokens (    3.37 ms per token,   297.02 tokens per second)
7.24.539.675 I slot print_timing: id  2 | task 18075 |        eval time =   11764.97 ms /   600 tokens (   19.61 ms per token,    51.00 tokens per second)
7.24.539.675 I slot print_timing: id  2 | task 18075 |       total time =   12078.08 ms /   693 tokens
7.24.539.676 I slot print_timing: id  2 | task 18075 |    graphs reused =      18372
7.24.539.688 I slot      release: id  2 | task 18075 | stop processing: n_tokens = 692, truncated = 0
7.24.541.362 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
7.24.541.378 I slot launch_slot_: id  2 | task 18677 | processing task, is_child = 0
7.24.647.030 I slot print_timing: id  2 | task 18677 | prompt eval time =      85.74 ms /     9 tokens (    9.53 ms per token,   104.97 tokens per second)
7.24.647.033 I slot print_timing: id  2 | task 18677 |        eval time =      19.89 ms /     2 tokens (    9.95 ms per token,   100.53 tokens per second)
7.24.647.034 I slot print_timing: id  2 | task 18677 |       total time =     105.63 ms /    11 tokens
7.24.647.035 I slot print_timing: id  2 | task 18677 |    graphs reused =      18372
7.24.647.064 I slot      release: id  2 | task 18677 | stop processing: n_tokens = 702, truncated = 0
7.24.648.032 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 11718865267
7.24.648.065 I slot launch_slot_: id  1 | task 18681 | processing task, is_child = 0
7.24.648.102 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.391 MiB)
7.27.993.710 I slot print_timing: id  1 | task 18681 | n_decoded =    159, tg =  52.86 t/s, tg_3s =  52.86 t/s
7.31.008.443 I slot print_timing: id  1 | task 18681 | n_decoded =    321, tg =  53.30 t/s, tg_3s =  53.74 t/s
7.34.013.592 I slot print_timing: id  1 | task 18681 | n_decoded =    466, tg =  51.62 t/s, tg_3s =  48.25 t/s
7.36.928.790 I slot print_timing: id  1 | task 18681 | prompt eval time =     277.68 ms /    83 tokens (    3.35 ms per token,   298.91 tokens per second)
7.36.928.794 I slot print_timing: id  1 | task 18681 |        eval time =   11943.24 ms /   600 tokens (   19.91 ms per token,    50.24 tokens per second)
7.36.928.794 I slot print_timing: id  1 | task 18681 |       total time =   12220.92 ms /   683 tokens
7.36.928.794 I slot print_timing: id  1 | task 18681 |    graphs reused =      18968
7.36.928.809 I slot      release: id  1 | task 18681 | stop processing: n_tokens = 682, truncated = 0
7.36.930.441 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
7.36.930.454 I slot launch_slot_: id  1 | task 19283 | processing task, is_child = 0
7.37.035.758 I slot print_timing: id  1 | task 19283 | prompt eval time =      86.13 ms /     9 tokens (    9.57 ms per token,   104.50 tokens per second)
7.37.035.762 I slot print_timing: id  1 | task 19283 |        eval time =      19.16 ms /     2 tokens (    9.58 ms per token,   104.40 tokens per second)
7.37.035.763 I slot print_timing: id  1 | task 19283 |       total time =     105.28 ms /    11 tokens
7.37.035.764 I slot print_timing: id  1 | task 19283 |    graphs reused =      18968
7.37.035.799 I slot      release: id  1 | task 19283 | stop processing: n_tokens = 692, truncated = 0
7.37.036.864 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 11734234494
7.37.036.896 I slot launch_slot_: id  0 | task 19287 | processing task, is_child = 0
7.37.036.931 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.684 MiB)
7.40.401.991 I slot print_timing: id  0 | task 19287 | n_decoded =    158, tg =  52.41 t/s, tg_3s =  52.41 t/s
7.43.425.235 I slot print_timing: id  0 | task 19287 | n_decoded =    297, tg =  49.19 t/s, tg_3s =  45.98 t/s
7.46.440.163 I slot print_timing: id  0 | task 19287 | n_decoded =    455, tg =  50.26 t/s, tg_3s =  52.41 t/s
7.49.451.575 I slot print_timing: id  0 | task 19287 | n_decoded =    563, tg =  46.67 t/s, tg_3s =  35.86 t/s
7.50.216.742 I slot print_timing: id  0 | task 19287 | prompt eval time =     296.06 ms /    97 tokens (    3.05 ms per token,   327.64 tokens per second)
7.50.216.747 I slot print_timing: id  0 | task 19287 |        eval time =   12829.48 ms /   600 tokens (   21.38 ms per token,    46.77 tokens per second)
7.50.216.747 I slot print_timing: id  0 | task 19287 |       total time =   13125.54 ms /   697 tokens
7.50.216.748 I slot print_timing: id  0 | task 19287 |    graphs reused =      19564
7.50.216.777 I slot      release: id  0 | task 19287 | stop processing: n_tokens = 696, truncated = 0
7.50.218.704 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.989 (> 0.100 thold), f_keep = 1.000
7.50.218.717 I slot launch_slot_: id  0 | task 19889 | processing task, is_child = 0
7.50.319.188 I slot print_timing: id  0 | task 19889 | prompt eval time =      80.50 ms /     8 tokens (   10.06 ms per token,    99.38 tokens per second)
7.50.319.191 I slot print_timing: id  0 | task 19889 |        eval time =      19.95 ms /     2 tokens (    9.98 ms per token,   100.24 tokens per second)
7.50.319.192 I slot print_timing: id  0 | task 19889 |       total time =     100.45 ms /    10 tokens
7.50.319.192 I slot print_timing: id  0 | task 19889 |    graphs reused =      19564
7.50.319.228 I slot      release: id  0 | task 19889 | stop processing: n_tokens = 705, truncated = 0
7.50.320.301 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 11761642450
7.50.320.318 I slot launch_slot_: id  3 | task 19893 | processing task, is_child = 0
7.50.320.351 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.743 MiB)
7.53.683.694 I slot print_timing: id  3 | task 19893 | n_decoded =    128, tg =  42.66 t/s, tg_3s =  42.66 t/s
7.56.687.261 I slot print_timing: id  3 | task 19893 | n_decoded =    287, tg =  47.80 t/s, tg_3s =  52.94 t/s
7.59.688.974 I slot print_timing: id  3 | task 19893 | n_decoded =    443, tg =  49.19 t/s, tg_3s =  51.97 t/s
8.02.692.233 I slot print_timing: id  3 | task 19893 | n_decoded =    592, tg =  49.30 t/s, tg_3s =  49.61 t/s
8.02.839.136 I slot print_timing: id  3 | task 19893 | prompt eval time =     312.06 ms /   101 tokens (    3.09 ms per token,   323.66 tokens per second)
8.02.839.139 I slot print_timing: id  3 | task 19893 |        eval time =   12155.78 ms /   600 tokens (   20.26 ms per token,    49.36 tokens per second)
8.02.839.139 I slot print_timing: id  3 | task 19893 |       total time =   12467.84 ms /   701 tokens
8.02.839.140 I slot print_timing: id  3 | task 19893 |    graphs reused =      20160
8.02.839.155 I slot      release: id  3 | task 19893 | stop processing: n_tokens = 700, truncated = 0
8.02.840.840 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
8.02.840.853 I slot launch_slot_: id  3 | task 20495 | processing task, is_child = 0
8.02.947.050 I slot print_timing: id  3 | task 20495 | prompt eval time =      85.76 ms /     9 tokens (    9.53 ms per token,   104.94 tokens per second)
8.02.947.053 I slot print_timing: id  3 | task 20495 |        eval time =      20.42 ms /     2 tokens (   10.21 ms per token,    97.96 tokens per second)
8.02.947.053 I slot print_timing: id  3 | task 20495 |       total time =     106.18 ms /    11 tokens
8.02.947.054 I slot print_timing: id  3 | task 20495 |    graphs reused =      20160
8.02.947.083 I slot      release: id  3 | task 20495 | stop processing: n_tokens = 710, truncated = 0
8.02.948.120 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 11774157863
8.02.948.134 I slot launch_slot_: id  2 | task 20499 | processing task, is_child = 0
8.02.948.173 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.958 MiB)
8.06.557.182 I slot print_timing: id  2 | task 20499 | n_decoded =    100, tg =  30.90 t/s, tg_3s =  30.90 t/s
8.09.572.520 I slot print_timing: id  2 | task 20499 | n_decoded =    259, tg =  41.43 t/s, tg_3s =  52.73 t/s
8.12.583.486 I slot print_timing: id  2 | task 20499 | n_decoded =    373, tg =  40.27 t/s, tg_3s =  37.86 t/s
8.15.606.219 I slot print_timing: id  2 | task 20499 | n_decoded =    525, tg =  42.74 t/s, tg_3s =  50.29 t/s
8.17.742.876 I slot print_timing: id  2 | task 20499 | prompt eval time =     318.90 ms /   109 tokens (    2.93 ms per token,   341.80 tokens per second)
8.17.742.881 I slot print_timing: id  2 | task 20499 |        eval time =   14421.56 ms /   600 tokens (   24.04 ms per token,    41.60 tokens per second)
8.17.742.882 I slot print_timing: id  2 | task 20499 |       total time =   14740.46 ms /   709 tokens
8.17.742.883 I slot print_timing: id  2 | task 20499 |    graphs reused =      20756
8.17.742.914 I slot      release: id  2 | task 20499 | stop processing: n_tokens = 708, truncated = 0
8.17.746.529 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.989 (> 0.100 thold), f_keep = 1.000
8.17.746.561 I slot launch_slot_: id  2 | task 21101 | processing task, is_child = 0
8.17.869.486 I slot print_timing: id  2 | task 21101 | prompt eval time =     100.35 ms /     8 tokens (   12.54 ms per token,    79.72 tokens per second)
8.17.869.490 I slot print_timing: id  2 | task 21101 |        eval time =      22.54 ms /     2 tokens (   11.27 ms per token,    88.75 tokens per second)
8.17.869.492 I slot print_timing: id  2 | task 21101 |       total time =     122.89 ms /    10 tokens
8.17.869.492 I slot print_timing: id  2 | task 21101 |    graphs reused =      20756
8.17.869.545 I slot      release: id  2 | task 21101 | stop processing: n_tokens = 717, truncated = 0
8.17.870.778 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 11786546598
8.17.870.804 I slot launch_slot_: id  1 | task 21105 | processing task, is_child = 0
8.17.870.866 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 265.212 MiB)
8.21.200.707 I slot print_timing: id  1 | task 21105 | n_decoded =    106, tg =  35.11 t/s, tg_3s =  35.11 t/s
8.24.215.899 I slot print_timing: id  1 | task 21105 | n_decoded =    246, tg =  40.77 t/s, tg_3s =  46.43 t/s
8.27.220.792 I slot print_timing: id  1 | task 21105 | n_decoded =    360, tg =  39.83 t/s, tg_3s =  37.94 t/s
8.30.231.815 I slot print_timing: id  1 | task 21105 | n_decoded =    452, tg =  37.51 t/s, tg_3s =  30.55 t/s
8.33.236.602 I slot print_timing: id  1 | task 21105 | n_decoded =    590, tg =  39.19 t/s, tg_3s =  45.93 t/s
8.33.420.909 I slot print_timing: id  1 | task 21105 | prompt eval time =     252.02 ms /    58 tokens (    4.35 ms per token,   230.14 tokens per second)
8.33.420.913 I slot print_timing: id  1 | task 21105 |        eval time =   15239.13 ms /   600 tokens (   25.40 ms per token,    39.37 tokens per second)
8.33.420.913 I slot print_timing: id  1 | task 21105 |       total time =   15491.15 ms /   658 tokens
8.33.420.913 I slot print_timing: id  1 | task 21105 |    graphs reused =      21352
8.33.420.930 I slot      release: id  1 | task 21105 | stop processing: n_tokens = 657, truncated = 0
8.33.422.476 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.986 (> 0.100 thold), f_keep = 1.000
8.33.422.489 I slot launch_slot_: id  1 | task 21707 | processing task, is_child = 0
8.33.528.752 I slot print_timing: id  1 | task 21707 | prompt eval time =      85.82 ms /     9 tokens (    9.54 ms per token,   104.87 tokens per second)
8.33.528.756 I slot print_timing: id  1 | task 21707 |        eval time =      20.42 ms /     2 tokens (   10.21 ms per token,    97.92 tokens per second)
8.33.528.757 I slot print_timing: id  1 | task 21707 |       total time =     106.25 ms /    11 tokens
8.33.528.757 I slot print_timing: id  1 | task 21707 |    graphs reused =      21352
8.33.528.783 I slot      release: id  1 | task 21707 | stop processing: n_tokens = 667, truncated = 0
8.33.529.719 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 11799830027
8.33.529.733 I slot launch_slot_: id  0 | task 21711 | processing task, is_child = 0
8.33.529.763 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 265.212 MiB)
8.36.835.328 I slot print_timing: id  0 | task 21711 | n_decoded =    160, tg =  53.08 t/s, tg_3s =  53.08 t/s
8.39.869.106 I slot print_timing: id  0 | task 21711 | n_decoded =    288, tg =  47.62 t/s, tg_3s =  42.19 t/s
8.42.876.641 I slot print_timing: id  0 | task 21711 | n_decoded =    384, tg =  42.40 t/s, tg_3s =  31.92 t/s
8.45.883.091 I slot print_timing: id  0 | task 21711 | n_decoded =    513, tg =  42.53 t/s, tg_3s =  42.91 t/s
8.47.661.787 I slot print_timing: id  0 | task 21711 | prompt eval time =     244.94 ms /    60 tokens (    4.08 ms per token,   244.96 tokens per second)
8.47.661.794 I slot print_timing: id  0 | task 21711 |        eval time =   13840.86 ms /   600 tokens (   23.07 ms per token,    43.35 tokens per second)
8.47.661.795 I slot print_timing: id  0 | task 21711 |       total time =   14085.80 ms /   660 tokens
8.47.661.795 I slot print_timing: id  0 | task 21711 |    graphs reused =      21948
8.47.661.807 I slot      release: id  0 | task 21711 | stop processing: n_tokens = 659, truncated = 0
8.47.663.528 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
8.47.663.548 I slot launch_slot_: id  0 | task 22313 | processing task, is_child = 0
8.47.772.975 I slot print_timing: id  0 | task 22313 | prompt eval time =      89.88 ms /     9 tokens (    9.99 ms per token,   100.13 tokens per second)
8.47.772.981 I slot print_timing: id  0 | task 22313 |        eval time =      19.52 ms /     2 tokens (    9.76 ms per token,   102.45 tokens per second)
8.47.772.982 I slot print_timing: id  0 | task 22313 |       total time =     109.41 ms /    11 tokens
8.47.772.982 I slot print_timing: id  0 | task 22313 |    graphs reused =      21948
8.47.773.047 I slot      release: id  0 | task 22313 | stop processing: n_tokens = 669, truncated = 0
8.47.774.230 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 11812457882
8.47.774.250 I slot launch_slot_: id  3 | task 22317 | processing task, is_child = 0
8.47.774.278 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.977 MiB)
8.51.122.607 I slot print_timing: id  3 | task 22317 | n_decoded =    155, tg =  51.55 t/s, tg_3s =  51.55 t/s
8.54.133.100 I slot print_timing: id  3 | task 22317 | n_decoded =    289, tg =  48.03 t/s, tg_3s =  44.51 t/s
8.57.147.770 I slot print_timing: id  3 | task 22317 | n_decoded =    440, tg =  48.72 t/s, tg_3s =  50.09 t/s
9.00.134.064 I slot print_timing: id  3 | task 22317 | prompt eval time =     288.58 ms /    81 tokens (    3.56 ms per token,   280.68 tokens per second)
9.00.134.070 I slot print_timing: id  3 | task 22317 |        eval time =   12018.40 ms /   600 tokens (   20.03 ms per token,    49.92 tokens per second)
9.00.134.070 I slot print_timing: id  3 | task 22317 |       total time =   12306.98 ms /   681 tokens
9.00.134.071 I slot print_timing: id  3 | task 22317 |    graphs reused =      22544
9.00.134.083 I slot      release: id  3 | task 22317 | stop processing: n_tokens = 680, truncated = 0
9.00.135.645 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
9.00.135.658 I slot launch_slot_: id  3 | task 22919 | processing task, is_child = 0
9.00.241.934 I slot print_timing: id  3 | task 22919 | prompt eval time =      86.15 ms /     9 tokens (    9.57 ms per token,   104.47 tokens per second)
9.00.241.937 I slot print_timing: id  3 | task 22919 |        eval time =      20.10 ms /     2 tokens (   10.05 ms per token,    99.48 tokens per second)
9.00.241.937 I slot print_timing: id  3 | task 22919 |       total time =     106.26 ms /    11 tokens
9.00.241.937 I slot print_timing: id  3 | task 22919 |    graphs reused =      22544
9.00.241.966 I slot      release: id  3 | task 22919 | stop processing: n_tokens = 690, truncated = 0
9.00.242.905 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 11827380345
9.00.242.921 I slot launch_slot_: id  2 | task 22923 | processing task, is_child = 0
9.00.242.960 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.645 MiB)
9.03.528.033 I slot print_timing: id  2 | task 22923 | n_decoded =    122, tg =  40.53 t/s, tg_3s =  40.53 t/s
9.06.528.966 I slot print_timing: id  2 | task 22923 | n_decoded =    249, tg =  41.42 t/s, tg_3s =  42.32 t/s
9.09.535.415 I slot print_timing: id  2 | task 22923 | n_decoded =    403, tg =  44.69 t/s, tg_3s =  51.22 t/s
9.12.550.553 I slot print_timing: id  2 | task 22923 | n_decoded =    547, tg =  45.46 t/s, tg_3s =  47.76 t/s
9.13.564.803 I slot print_timing: id  2 | task 22923 | prompt eval time =     228.29 ms /    49 tokens (    4.66 ms per token,   214.64 tokens per second)
9.13.564.806 I slot print_timing: id  2 | task 22923 |        eval time =   13046.77 ms /   600 tokens (   21.74 ms per token,    45.99 tokens per second)
9.13.564.806 I slot print_timing: id  2 | task 22923 |       total time =   13275.06 ms /   649 tokens
9.13.564.807 I slot print_timing: id  2 | task 22923 |    graphs reused =      23140
9.13.564.820 I slot      release: id  2 | task 22923 | stop processing: n_tokens = 648, truncated = 0
9.13.566.280 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.986 (> 0.100 thold), f_keep = 1.000
9.13.566.292 I slot launch_slot_: id  2 | task 23525 | processing task, is_child = 0
9.13.671.937 I slot print_timing: id  2 | task 23525 | prompt eval time =      85.64 ms /     9 tokens (    9.52 ms per token,   105.09 tokens per second)
9.13.671.941 I slot print_timing: id  2 | task 23525 |        eval time =      19.99 ms /     2 tokens (    9.99 ms per token,   100.05 tokens per second)
9.13.671.941 I slot print_timing: id  2 | task 23525 |       total time =     105.63 ms /    11 tokens
9.13.671.942 I slot print_timing: id  2 | task 23525 |    graphs reused =      23140
9.13.671.966 I slot      release: id  2 | task 23525 | stop processing: n_tokens = 658, truncated = 0
9.13.672.891 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 11843039582
9.13.672.906 I slot launch_slot_: id  1 | task 23529 | processing task, is_child = 0
9.13.672.939 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.313 MiB)
9.17.000.028 I slot print_timing: id  1 | task 23529 | n_decoded =    144, tg =  47.46 t/s, tg_3s =  47.46 t/s
9.20.001.212 I slot print_timing: id  1 | task 23529 | n_decoded =    273, tg =  45.24 t/s, tg_3s =  42.98 t/s
9.23.012.999 I slot print_timing: id  1 | task 23529 | n_decoded =    408, tg =  45.10 t/s, tg_3s =  44.82 t/s
9.26.026.094 I slot print_timing: id  1 | task 23529 | n_decoded =    554, tg =  45.94 t/s, tg_3s =  48.45 t/s
9.26.868.298 I slot print_timing: id  1 | task 23529 | prompt eval time =     245.89 ms /    62 tokens (    3.97 ms per token,   252.14 tokens per second)
9.26.868.302 I slot print_timing: id  1 | task 23529 |        eval time =   12902.12 ms /   600 tokens (   21.50 ms per token,    46.50 tokens per second)
9.26.868.302 I slot print_timing: id  1 | task 23529 |       total time =   13148.01 ms /   662 tokens
9.26.868.303 I slot print_timing: id  1 | task 23529 |    graphs reused =      23736
9.26.868.318 I slot      release: id  1 | task 23529 | stop processing: n_tokens = 661, truncated = 0
9.26.870.059 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
9.26.870.073 I slot launch_slot_: id  1 | task 24131 | processing task, is_child = 0
9.26.976.634 I slot print_timing: id  1 | task 24131 | prompt eval time =      85.86 ms /     9 tokens (    9.54 ms per token,   104.83 tokens per second)
9.26.976.638 I slot print_timing: id  1 | task 24131 |        eval time =      20.69 ms /     2 tokens (   10.34 ms per token,    96.68 tokens per second)
9.26.976.639 I slot print_timing: id  1 | task 24131 |       total time =     106.54 ms /    11 tokens
9.26.976.640 I slot print_timing: id  1 | task 24131 |    graphs reused =      23736
9.26.976.680 I slot      release: id  1 | task 24131 | stop processing: n_tokens = 671, truncated = 0
9.26.977.827 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 11857283846
9.26.977.843 I slot launch_slot_: id  0 | task 24135 | processing task, is_child = 0
9.26.977.879 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.567 MiB)
9.30.320.707 I slot print_timing: id  0 | task 24135 | n_decoded =    163, tg =  54.03 t/s, tg_3s =  54.03 t/s
9.33.330.950 I slot print_timing: id  0 | task 24135 | n_decoded =    315, tg =  52.26 t/s, tg_3s =  50.49 t/s
9.36.344.663 I slot print_timing: id  0 | task 24135 | n_decoded =    475, tg =  52.54 t/s, tg_3s =  53.09 t/s
